AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
95,FALSE,CAL FIRE San Luis Obispo Unit,,2015,TRUE,/incidents/2015/7/10/deer-fire/,,,San Luis Obispo,40,14,1,15,2015-07-15T07:00:00Z,,FALSE,TRUE,,2,,35.7183,southwest of Lake Nacimiento ,-121.0157,TRUE,Deer Fire,100,379,TRUE,Firefighters are battling a 150 acre fire southwest of Lake Nacimiento (San Luis Obispo County). ,"Deer Fire, southwest of Lake Nacimiento, San Luis Obispo County, July",2015-07-10T12:41:00Z,Finalized,,,,,2
90,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,/incidents/2015/7/30/sprig-fire/,,,Shasta,45,,,,2015-07-31T18:30:00Z,,FALSE,TRUE,,,,40.49865,"Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of Redding",-122.20109,FALSE,Sprig Fire,100,,TRUE,"The Sprig Fire started on July 30, 2015 and burned 90 acres of Sprig Way and Millville Plains Rd., 10 miles southeast of Redding in Shasta County.","Sprig Fire, July 30, 2015, Shasta County, Millville, 314",2015-07-30T12:57:00Z,Finalized,,,,,
86,FALSE,CAL FIRE Tulare Unit,,2015,TRUE,/incidents/2015/7/30/advance-fire/,The fire experienced minimal fire behavior overnight but firefighters will continue to remain on scene as they continue to mop up and begin suppression repair efforts within the fire area.  ,,Tulare,54,6,,10,2015-08-05T17:45:00Z,,FALSE,TRUE,,,4,36.49845,5 miles north of the community of Three Rivers near Advance,-118.9009,TRUE,Advance Fire,100,150,TRUE,"The Advance Fire started on July 30, 2015 and burned 86 acres near 5 miles north of the community of Three Rivers near Advance in Tulare County.","Advance Fire, Tulare County, July 30, 2014, Three Rivers, 315",2015-07-30T12:40:00Z,Finalized,,,,,1
80,FALSE,CAL FIRE San Diego Unit / Chula Vista Fire Department,,2015,TRUE,/incidents/2015/6/26/otay-fire/,,,San Diego,37,,,,2015-06-26T22:15:00Z,,FALSE,TRUE,,,,32.6449163,off Otay Lakes Road and Woods Drive in Chula Vista,-116.9454387,FALSE,Otay Fire,100,,TRUE,"The Otay Fire started on June 26, 2016 off Otay Lakes Rd. and Woods Drive in Chula Vista (San Diego County.) Fire burned 80 acres in June 2015.","Otay Fire, San Diego County, Otay Lakes Rd., Chula Vista, June 26, 2015.",2015-06-26T16:06:00Z,Finalized,,,,,
80,FALSE,"**This is no longer a CAL FIRE incident.  At 6 pm on Thursday, June 04, BIA took over management of the fire**",,2015,TRUE,/incidents/2015/6/1/harrison-fire/,,,Riverside,33,,,,2015-06-05T16:32:00Z,,FALSE,TRUE,,,,0,Avenue 66 and Harrison Street near Thermal  ,0,FALSE,Harrison Fire,100,,TRUE,"The Harrison Fire, near Ave. 66 and Harrison St. near Thermal, burned 80 acres and was 95% contained when command was turned over to BIA on June 04, 2015. ","Harrison Fire, June 2015, Riverside, Thermal, BIA",2015-06-01T10:16:00Z,Finalized,,,,,
77,FALSE,CAL FIRE Lassen-Modoc Unit,,2015,TRUE,/incidents/2015/7/23/3-12-fire/,,,Modoc,25,,,,2015-07-25T22:00:00Z,,FALSE,TRUE,,,,40.856422,"in Dixie Valley, southwest of Bieber",-121.101623,FALSE,3-12 Fire,100,,TRUE,"The 3-12 Fire started on July 23, 2015 in Dixie Valley, southwest of Bieber in Modoc County and burned 77 acres.","Three Twelve Fire, 3-12, Modoc County, Dixie Valley, Bieber",2015-07-23T17:30:00Z,Finalized,,,,,
75,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,/incidents/2015/8/2/fern-fire/,Firefighters made good overnight progress in their efforts to contain the fire. Fire crews will continue to work aggressively until full containment is achieved. ,,Shasta,45,,,,2015-08-04T18:00:00Z,,FALSE,TRUE,,,,40.67868,"Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run",-121.93244,TRUE,Fern Fire,100,,TRUE,"The Fern Fire started on August 2, 2015 and burned 75 acres off Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run in Shasta County.","Fern Fire, August 2, 2015, Shasta County, Oak Run Road.",2015-08-02T03:00:00Z,Finalized,,,,,
75,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,/incidents/2015/7/29/mallard-fire/,Firefighters continued overnight to aggressively fight the fire. Fire crews made great progress last night but are concerned about the weather forecasted for today. Weather continues to be hot and dry with very low moisture recovery at night. Firefighters will work throughout the day mopping up and making sure all hot spots are extinguished.,,Shasta,45,1,,4,2015-07-31T18:40:00Z,,FALSE,TRUE,,,2,40.509552,off Mallard Way in Millville ,-122.199227,TRUE,Mallard Fire,100,40,TRUE,"The Mallard fire started on July 29, 2015 and burned 75 acres off Mallard Way in Millville (Shasta County.)","Mallard Fire, Shasta County, July 29, 2015",2015-07-29T16:30:00Z,Finalized,,1,,,4
75,FALSE,USFS - El Dorado National Forest ,,2015,FALSE,/incidents/2015/7/23/kyburz-fire/,,,El Dorado,9,,,,2015-07-29T14:15:00Z,,FALSE,TRUE,,,,38.776,off Hwy 50 at White Hall Canyon Dr in Kyburz,-120.404,FALSE,Kyburz Fire,100,,TRUE,The Kyburz Fire started on July 23 and burned 75 acres off Hwy 50 at White Hall Canyon Dr on the El Dorado National Forest in El Dorado County. ,"Kyburz Fire, Hwy 50, White Hall Canyon Dr, El Dorado County ",2015-07-23T14:00:00Z,Finalized,,,,,
75,FALSE,CAL FIRE Butte Unit,,2015,TRUE,/incidents/2015/7/1/webb-fire/,,,Butte,4,,,,2015-07-01T20:20:00Z,,FALSE,TRUE,,,,0,"off LaPorte Rd, east of Bangor",0,FALSE,Webb Fire,100,,TRUE,"The Webb Fire started on July 1, 2015 off LaPorte Rd, east of Bangor (Butte County) burned 75 acres in July 2015.","Butte County, 2015, Webb Fire, LaPorte Rd, Bangor",2015-07-01T13:05:00Z,Finalized,,,,,
72,FALSE,CAL FIRE Butte Unit,4,2015,TRUE,/incidents/2015/9/2/olive-fire/,Fire crews battled a wildland fire that threatened several structures in the area. Aircraft and ground crews held the fire at 51 acres and limited damage to one travel trailer. Crews will remain at scene throughout the night.,Temporary road closure to Mission Olive Road,Butte,4,5,3,14,2015-09-03T19:35:00Z,,FALSE,TRUE,,3,,26.42,"Off of Olive Tree Lane, south of Oroville ",-121,TRUE,Olive Fire,100,190,TRUE,"Olive Fire, Butte County, Olive Tree Lane, south of Oroville","The Olive Fire started on September 2, 2015 off of Olive Tree Lane, south of Oroville (Butte County).",2015-09-02T13:18:00Z,Finalized,,1,,,5
69,FALSE,Klamath National Forest,,2015,FALSE,/incidents/2015/8/20/prairie-fire/,,,Siskiyou,47,,,,2015-08-22T18:00:00Z,,FALSE,TRUE,,,,0,LaHonda Well area northeast of the community of Tennant,0,FALSE,Prairie Fire,100,,TRUE,The Prairie Fire burned 69 acres in the LaHonda Well area northeast of Tennant in Siskiyou County in August 2015.,"Prairie Fire, Siskiyou County, LaHonda Well, Tennant, Klamath National Forest",2015-08-20T16:00:00Z,Finalized,,,,,
67,FALSE,Kern County Fire,,2015,TRUE,/incidents/2015/6/15/pass-fire/,,,Kern,15,,,,2015-06-15T18:45:00Z,,FALSE,TRUE,,,,35.77937,Off of Hwy 41 near Cottonwood Pass,-120.19482,FALSE,Pass Fire,100,,TRUE,"The Pass Fire started on June 15, 2015 off Highway 41 near Cottonwood Pass (Kern County).","Pass Fire, Kern County, June 15, 2015, ",2015-06-15T15:46:00Z,Finalized,,,,,
65,FALSE,San Bernardino National Foerst,,2015,FALSE,/incidents/2015/8/1/scales-fire/,,,San Bernardino,36,,,,2015-08-05T09:00:00Z,,FALSE,TRUE,,,,0,"Cajon Pass, I-15 and Highway 138",0,FALSE,Scales Fire,100,,TRUE,"The Scales fire started on August 1, 2015 and burned 65 acres near I-15 and Highway 138 in the Cajon Pass in the San Bernardino National Forest, San Bernardino County.","scales fire, san Bernardino national forest, Cajon Pass, August 2, 2015, I-15, ",2015-08-01T13:04:00Z,Finalized,,,,,
60,FALSE,CAL FIRE Fresno Unit/Fresno County Fire,,2015,TRUE,/incidents/2015/7/18/kerkhoff-fire/,,,Fresno,10,,,,2015-07-22T10:00:00Z,,FALSE,TRUE,,,,0,"off Powerhouse Rd, near Kercknoff Lake, north of the community of Auberry",0,FALSE,Kerkhoff Fire,100,,TRUE,The Kerkhoff Fire started on July 18 off Powerhouse rd north of the community of Auberry in Fresno County and burned 60 acres. ,"Kerkhoff Fire, Fresno County, Auberry, Powerhouse road",2015-07-18T16:31:00Z,Finalized,,,,,
60,FALSE,CAL FIRE Lassen-Modoc Unit,,2015,TRUE,/incidents/2015/6/19/dixie-fire/,,,Lassen,18,,,,2015-06-20T19:35:00Z,,FALSE,TRUE,,,,40.875667,"Dixie Valley, south of Bieber",-121.033667,FALSE,Dixie Fire,100,,TRUE,"The Dixie Fire started on June 19, 2015 in the Dixie Valley, south of Bieber in Lassen County and burned 60 acres.","Dixie Fire, Dixie Valley, south of Bieber, Lassen County, June 19, 2015",2015-06-19T16:15:00Z,Finalized,,,,,
60,FALSE,CAL FIRE Riverside Unit / Riverside County Fire,,2015,TRUE,/incidents/2015/6/18/grapefruit-fire/,,,Riverside,33,,,,2015-06-21T07:25:00Z,,FALSE,TRUE,,,,0,Off Grapefruit Blvd in Thermal,0,FALSE,Grapefruit Fire,100,,TRUE,"The Grapefruit Fire started on June 18, 2015 off Grapefruit Blvd in Thermal (Riverside County).","Grapefruit Fire, Riverside County, Grapefruit Blvd, Thermal CA, June 18, 2015",2015-06-18T14:16:00Z,Finalized,,,,,
60,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2015,TRUE,/incidents/2015/6/18/triangle-fire/,,,Mariposa,22,,,,2015-06-19T20:05:00Z,,FALSE,TRUE,,,,0,"Triangle Rd and Nickel Plate Rd, north of Bootjack",0,TRUE,Triangle Fire,100,,TRUE,"The Triangle Fire started on June 18 off Triangle Rd and Nickel Plate Rd, north of Bootjack (Mariposa County)","Triangle Fire, Triangle Rd, Nickel Plate Rd, north of Bootjack, Mariposa County, June 18, 2015.",2015-06-18T12:03:00Z,Finalized,,,,,
60,FALSE,CAL FIRE Amador-El Dorado Unit,,2015,TRUE,/incidents/2015/6/16/north-fire/,,,Amador,3,,,,2015-06-17T06:45:00Z,,FALSE,TRUE,,,,38.260777,"Dry Creek and E Prouty Rd, west of Herald",-121.135426,FALSE,North Fire,100,,TRUE,"The North Fire started on June 16, 2015 near Dry Creek and E Prouty Rd, west of Herald (San Joaquin County).","North Fire, Amador County, West of Herald, Dry Creek and E Prouty Rd",2015-06-16T16:42:00Z,Finalized,,,,,
59,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,/incidents/2015/8/3/point-fire/,Firefighters responded to a vegetation fire in the West Valley area and were quickly able to stop the forward spread of the fire. Fire crews have made excellent progress containing the fire and will continue until full containment is reached. ,,Shasta,45,,,2,2015-08-04T08:15:00Z,,FALSE,TRUE,,,,40.3929,"Gas Point and Happy Valley Rd, west of Cottonwood",-122.40546,TRUE,Point Fire,100,,TRUE,"The Point Fire started on August 3, 2015 and burned 59 acres off Gas Point and Happy Valley Rd, west of Cottonwood in Shasta County.","Point Fire, Gas Point and Happy Valley Rd, West Valley, Shasta Trinity, August 2015",2015-08-03T14:28:00Z,Finalized,,,,,1
58,FALSE,Shasta-Trinity National Forest ,,2015,FALSE,/incidents/2015/10/10/military-fire/,,,Siskiyou,47,,,,2015-10-10T18:45:00Z,,FALSE,TRUE,,,,0,Along Military Pass Road ,0,FALSE,Military Fire,100,,TRUE,The Military Fire started on October 10 off Military Pass Road on the Shasta-Trinity National Forest in Shasta County.,"Military Fire, Military Pass Road, Shasta-Trinity Forest, Shasta County",2015-10-10T12:00:00Z,Finalized,,,,,
55,FALSE,USFS - San Bernardino National Forest,,2015,FALSE,/incidents/2015/8/23/summit-fire/,,,San Bernardino,36,,,,2015-09-11T15:00:00Z,,FALSE,TRUE,,,,34.23,"at Knickerbocker Road and Pine Knot, south of Big Bear Lake",-116.883,FALSE,Summit Fire,100,,TRUE,"Summit fire started on August 23, 2015 at Knickerbocker Road and Pine Knot, south of Big Bear Lake (San Bernardino County) and burned 55 acres.","Summit Fire, San Bernardino National Forest, Big Bear Lake, August 23, 2015.
271",2015-08-23T12:25:00Z,Finalized,,,,,
55,FALSE,CAL FIRE San Diego Unit,,2015,TRUE,/incidents/2015/8/9/de-luz-fire/,,,San Diego,37,,,,2015-08-10T15:05:00Z,,FALSE,TRUE,,,,33.4115972,De Luz Rd and De Luz Murrieta Rd,-117.2886249,FALSE,De Luz Fire,100,,TRUE,"De Luz Fire started on August 9, 2015 off De Luz Road near the community of De Luz (San Diego County) and burned 55 acres.","De Luz Fire, off De Luz Rd and De Luz Murrieta Rd, San Diego County, August 2015",2015-08-09T08:22:00Z,Finalized,,,,,
55,FALSE,CAL FIRE Tehama-Glenn Unit,,2015,TRUE,/incidents/2015/6/17/fork-fire/,,,Tehama,52,,,,2015-06-17T18:30:00Z,,FALSE,TRUE,,,,40.0133,"Off Lowery Rd, north of Paskenta",-122.552,FALSE,Fork Fire,100,,TRUE,"The Fork Fire started on June 17, 2015 off Lowrey Rd, north of Paskenta (Tehama County).","Fork Fire, Tehama County, Lowery Rd, north of Paskenta, June 17, 2015.",2015-06-17T12:50:00Z,Finalized,,,,,
54,FALSE,CAL FIRE San Bernardino Unit/San Bernardino National Forest ,,2015,TRUE,/incidents/2015/7/12/mill-2-fire/,,,San Bernardino,36,,,,2015-07-21T07:20:00Z,,FALSE,TRUE,,,,34.0783472,"Mill Creek Rd and Bryant St, east of Mentone",-117.0487863,TRUE,Mill 2 Fire,100,,TRUE,"Mill 2 Fire started on July 12, 2015 off Mill Creek Rd and Bryant St, east of Mentone (San Bernardino County)and burned 54 acres.","Mill 2 Fire, Mill Creek Rd and Bryant St, east of Mentone San Bernardino County, July 2015",2015-07-12T14:46:00Z,Finalized,,,,,
53,FALSE,CAL FIRE Santa Clara Unit,,2015,TRUE,/incidents/2015/6/25/tesla-fire/,,,Alameda,1,,,,2015-06-25T18:45:00Z,,FALSE,TRUE,,,,0,"off Tesla Road, southeast of Livermore",0,FALSE,Tesla Fire,100,,TRUE,The Tesla Fire southeast of Livermore burned 53 acres in Alameda County.,"Tesla Fire, Tesla, Livermore, Alameda, Alameda County, 2015",2015-06-25T16:10:00Z,Finalized,,,,,
52,FALSE,Santa Barbara County Fire,,2015,TRUE,/incidents/2015/8/1/white-fire/,,,Santa Barbara,42,,,,1969-12-31T16:00:00Z,,FALSE,TRUE,,,,34.9522,"off White Oak Ln, east of Santa Maria",-120.2903,FALSE,White Fire,100,,TRUE,"The White Fire started on August 1, 2015 and burned 52 acres off White Oak Lane, east of Santa Maria in Santa Barbara County.","White Fire, Santa Barbara County, Santa Maria, August 1, 2015",2015-08-01T14:32:00Z,Finalized,,,,,
50,FALSE,Ventura County Fire Department,,2015,FALSE,/incidents/2015/11/7/potrero-fire/,,,Ventura,56,,,,2015-11-07T16:45:00Z,,FALSE,TRUE,,,,34.15,"Hidden Valley area, southwest of Thousand Oaks",-118.879444,FALSE,Potrero Fire,100,,TRUE,CAL FIRE is assisting @VCFD with a 50 acre wildfire one mile southwest of Thousand Oaks (Ventura County). #PotreroFire,"Potrero Fire, Ventura County, Hidden Valley area, November 2015",2015-11-07T01:45:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Mendocino Unit,,2015,TRUE,/incidents/2015/7/30/mendocino-lightning-fires/,,,Mendocino,23,,,,2015-08-03T08:55:00Z,,FALSE,TRUE,,,,39.43301,Community of Willits and Brooktrails,-123.36316,FALSE,Mendocino Lightning Fires,100,,TRUE,"The Mendocino Lightning Fires started on July 30, 2015 and was a total of 6 fires that burned 50 acres near the communities of Willits and Brooktrails in Mendocino County.","Mendocino Lightning Fires, Mendocino County, July 30, 2015, Willits, Brooktrails. 313",2015-07-30T13:36:00Z,Finalized,,,,,
45,FALSE,Kern County Fire Department,,2015,TRUE,/incidents/2015/9/9/antelope-fire/,,,Kern,15,,,,2015-09-15T19:10:00Z,,FALSE,TRUE,,,,0,Antelope Canyon south of Tehachapi,0,FALSE,Antelope Fire,100,,TRUE,"Antelope Fire started on September 9, 2015 in Antelope Canyon, south of Tehachapi (Kern County) and burned 45 acres.","Antelope Fire in Antelope Canyon south of Tehachapi (Kern County) September, 2015.",2015-09-09T11:45:00Z,Finalized,,,,,
45,FALSE,CAL FIRE Santa Clara Unit,,2015,TRUE,/incidents/2015/7/2/geary-fire/,,,Alameda,1,,,,2015-07-03T20:00:00Z,,FALSE,TRUE,,,,0,"off Geary Road in the Sunol Wilderness, 10 miles east of Fremont",0,FALSE,Geary Fire,100,,TRUE,"The Geary Fire started on July 2, 2015 off Geary Road in the Sunol Wilderness, 10 miles east of Fremont (Alameda County)and burned 45 acres in July 2015.","Geary Fire, Alameda County, July 2015, 2015",2015-07-02T04:40:00Z,Finalized,,,,,
45,FALSE,CAL FIRE Fresno-Kings Unit,,2015,TRUE,/incidents/2015/6/5/fku-lightning-fires/,,,Fresno,10,,,,2015-06-06T20:00:00Z,,FALSE,TRUE,,,,0,near Auberry,0,FALSE,FKU Lightning Fires,100,,TRUE,The FKU Lightning Fires burned 45 acres near Auberry in Fresno Co. in June 2015.,"FKU Lightning Fires, Fresno Co., near Auberry, CAL FIRE Fresno-Kings Unit, June 2015",2015-06-05T17:00:00Z,Finalized,,,,,
43,FALSE,USFS - Modoc National Forest ,,2015,FALSE,/incidents/2015/7/9/mason-fire/,,,Modoc,25,,,,2015-07-13T11:00:00Z,,FALSE,TRUE,,,,0,Near Clear Lake and Mason Reservoir,0,FALSE,Mason Fire ,100,,TRUE,The Mason Fire started on July 9 in Modac County on the Modoc National Forest near Clear Lake and Mason Reservoir and burned 43 acres.,"Mason Fire, Modac National Forest, Modoc County, Clear Lake, Mason Reservoir",2015-07-09T15:00:00Z,Finalized,,,,,
42,FALSE,CAL FIRE Santa Clara Unit,,2015,TRUE,/incidents/2015/6/30/highway-fire/,,,Santa Clara,43,,,,2015-07-03T17:55:00Z,,FALSE,TRUE,,,,0,"off Hwy 101 near Monterey Frontage Rd, South of Gilroy",0,FALSE,Highway Fire,100,,TRUE,"The Highway Fire started on June 30, 2015 off Hwy 101 near Monterey Frontage Rd, South of Gilroy in Santa Clara County and burned 42 acres.","Highway Fire, Gilroy, Santa Clara County, 2015",2015-06-30T15:23:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Lassen - Modoc Unit,,2015,TRUE,/incidents/2015/9/9/center-fire/,,,Lassen,18,,,,2015-09-10T07:49:00Z,,FALSE,TRUE,,,,40.400196,"Center Rd, east of Susanville",-120.553075,FALSE,Center Fire,100,,TRUE,"Center Fire started on September 9, 2015 off Center Road, west of High Desert State Prison, east of Susanville (Lassen County) and burned 40 acres.","Center Fire, off Center Road, west of High Desert State Prison, east of Susanville, (Lassen County), September 2015, 261",2015-09-09T14:12:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Santa Clara Unit,,2015,TRUE,/incidents/2015/7/28/sullivan-fire/,,,Stanislaus,50,,,,2015-07-28T15:00:00Z,,FALSE,TRUE,,,,37.24523,"Sullivan Rd and Orestimba Rd, 10 miles West of Newman",-121.20324,FALSE,Sullivan Fire,100,,TRUE,"The Sullivan Fire started on July 28, 2015 off Sullivan Rd and Orestimba Rd, 10 miles West of Newman (Stanislaus County) and burned 40 acres.","Sullivan, Stanislaus County, Sullivan Rd., July 28, 2105",2015-07-28T12:10:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,2,2015,TRUE,/incidents/2015/7/10/ascot-fire/,,,Solano,48,2,2,5,2015-07-10T17:00:00Z,,FALSE,TRUE,,1,,38.1029,Lake Herman Rd and Sky Valley Rd,-122.1578,TRUE,Ascot Fire,100,70,TRUE,The Ascot Fire is burning off Lake Herman Road and Sky Valley Road in Vallejo in Solano County and burned 40 acres in July 2015.,"Ascot Fire, Lake Herman Rd and Sky Valley Rd, Vallejo, Solano County, Sonoma-Lake-Napa Unit",2015-07-10T13:36:00Z,Finalized,,,,,2
38,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,3,2015,TRUE,/incidents/2015/6/16/chiles-fire/,"CAL FIRE, Napa County Fire Department, and St Helena City Fire Department responded to a fast-moving wildland fire east of Chiles Pope Valley Road. The fire burned in steep terrain, pushed by gusty winds. Air and ground firefighting forces kept the fire from reaching a residence above it. CAL FIRE Battalion Chief Jason Martin, the Incident Commander, said “the well-maintained driveway, clear signage, defensible space, and water supply on site definitely aided our firefighting effort.” <br>
Find out more about wildfire readiness at <a href=""http://www.readyforwildfire.org/"">http://www.ReadyForWildfire.org</a>
",Chiles Pope Valley Road between highway 128 and Lower Chiles Valley until at least 8:00 AM 6/17/15.,Napa,28,4,2,8,2015-06-17T13:10:00Z,,FALSE,TRUE,,2,,38.5287,"Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena",-122.3415,TRUE,Chiles Fire,100,120,TRUE,"The Chiles Fire started on June 16, 2015 nears Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena (Napa County)","Chiles Fire, Napa County, St. Helena, June 16, 2015.",2015-06-16T14:27:00Z,Finalized,,,,,4
36,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,4,2015,TRUE,/incidents/2015/6/9/garage-fire/,"CAL FIRE and Napa County Fire Department responded to a vegetation fire that started near the intersection at Howell Mountain Road and Pope Valley Road. Air tanker and helicopter drops, in concert with ground forces, kept the fire away from structures that were initially threatened. Suppressing the fire was a challenge due to gusty winds and steep terrain. Forward progress of the fire was stopped when fire line around its perimeter was complete at 4:06PM. Engine companies and fire crews will be working mop-up and patrol throughout the night. Approximately 220 residents in the Pope Valley and Berryessa Estates communities will be without electrical power until about midnight, until PG&E completes power line repairs.",Howell Mountain Road between Pope Valley Road and Ink Grade Road. Will remain closed until PG&E completes power line repair.,Napa,28,2,2,9,2015-06-10T09:45:00Z,,FALSE,TRUE,,2,,0,off Pope Valley Road & Howell Mountain Road in Pope Valley ,0,TRUE,Garage Fire,100,103,TRUE,The Garage Fire burned 36 acres on June 9 off Pope Valley Road and Howell Mountain Road in Napa County.,"Garage Fire, Pope Valley, Howell Mountain road, Napa County",2015-06-09T15:23:00Z,Finalized,,,,,2
35,FALSE,CAL FIRE Shasta-Trinity Unit,,2015,TRUE,/incidents/2015/9/8/browns-fire/,,,Trinity,53,,,,2015-09-10T17:05:00Z,,FALSE,TRUE,,,,40,Hwy 299 and Little Browns Creek Rd east of Weaverville,41.46,FALSE,Browns Fire,100,,TRUE,"Browns Fire started on September 8, 2015 off Highway 299 & Little Browns Creek Rd east of Weaverville (Trinity County) and burned 35 acres. 
","Browns Fire off Highway 299 & Little Browns Creek Rd east of Weaverville (Trinity County). 263
",2015-09-08T15:56:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Amador El-Dorado Unit,,2015,TRUE,/incidents/2015/7/3/ranch-fire/,,,El Dorado,9,,,,2015-07-05T11:30:00Z,,FALSE,TRUE,,,,0,"off French Creek Rd, south of Shingle Springs",0,FALSE,Ranch Fire,100,,TRUE,"The Ranch Fire started on July 3, 2015 off French Creek Rd, south of Shingle Springs (El Dorado County).","Ranch Fire, July 2015, 2015, El Dorado County, French Creek Road, Shingle Springs",2015-07-03T09:28:00Z,Finalized,,,,,
35,FALSE,CAL FIRE Mendocino Unit,,2015,TRUE,/incidents/2015/6/28/covelo-fire/,,,Mendocino,23,,,,2015-06-29T07:15:00Z,,FALSE,TRUE,,,,39.7806004,"off Highway 162 and Cemetery Lane, Covelo",-123.248214,FALSE,Covelo Fire,100,,TRUE,"The Covelo Fire started on June 28, 2015 off Highway 162 and Cemetery Lane, near the community of Covelo (Mendocino County). Fire burned 35 acres in June 2015.","Covelo Fire, Mendocino County, Highway 162, June 28, 2015.",2015-06-28T13:30:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2015,TRUE,/incidents/2015/9/22/mccourtney-fire/,,,Nevada,29,,,,2015-09-21T14:36:00Z,,FALSE,TRUE,,,,39.081,"off McCourtney Rd & Perimeter Rd, east of Camp Far West Reservoir ",-121.194,FALSE,McCourtney Fire,100,,TRUE,"McCourtney Fire started on September 21, 2015 off McCourtney Rd & Perimeter Rd, east of Camp Far West Reservoir (Nevada County).","McCourtney Fire off McCourtney Rd & Perimeter Rd, east of Camp Far West Reservoir (Nevada County), September 2015

251",2015-09-22T07:00:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Lassen-Modoc Unit,,2015,TRUE,/incidents/2015/8/29/kramer-fire/,,,Lassen,18,,,,2015-08-30T08:00:00Z,,FALSE,TRUE,,,,41.12362,"off of Kramer Road and 4 Corners Road, west of Beiber ",-121.194256,FALSE,Kramer Fire ,100,,TRUE,"The Kramer Fire started on August 29 off of Kramer Road and 4 Corners Road, west of Beiber in Lassen County.","Kramer Fire, 4 Corner Road, Beiber, Lassen County, Kramer Road",2015-08-29T16:06:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2015,TRUE,/incidents/2015/8/3/francis-fire/,,,Yuba,58,,,,2015-08-05T07:30:00Z,,FALSE,TRUE,,,,39.33303,Colgate Powerhouse south of Dobbins,-121.18735,FALSE,Francis Fire,100,,TRUE,"The Francis Fire started on August 3, 2015 and burned 30 acres near the Colgate Powerhouse south of Dobbins in Yuba County.","Francis Fire, near the Colgate Powerhouse south of Dobbins (Yuba County), August 2015",2015-08-03T18:07:00Z,Finalized,,,,,
29,FALSE,Ventura County Fire Department,,2015,FALSE,/incidents/2015/11/11/banister-fire/,,,Ventura,56,,,,2015-11-12T18:00:00Z,,FALSE,TRUE,,,,0,off Wood Ranch Parkway 2 miles sw of Simi Valley,0,FALSE,Banister Fire,100,,TRUE,CAL FIRE is assisting @VCFD with a 40 acre wildfire off Wood Ranch Parkway 2 miles sw of Simi Valley (Ventura County). #BanisterFire,"Banister Fire, Ventura County, Wood Ranch Parkway, Simi Valley, November 2015",2015-11-11T17:40:00Z,Finalized,,,,,
26,FALSE,CAL FIRE Nevada Yuba Placer Unit,,2015,TRUE,/incidents/2015/7/22/baxter-fire/,,,Placer,31,,,,2015-07-22T19:50:00Z,,FALSE,TRUE,,,,38.9361,"Baxter Grade Rd, 3 miles West of Auburn",-121.1548,FALSE,Baxter Fire,100,,TRUE,"The Baxter Fire off Baxter Grade Rd, 3 miles West of Auburn burned in July 2015 and burned 26 acres.","Baxter Fire, Baxter Grade Road, Placer County, NEU, July 2015",2015-07-22T18:17:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2015,TRUE,/incidents/2015/7/24/park-fire/,,,San Diego,37,,,,2015-07-25T16:05:00Z,,FALSE,TRUE,,,,32.682547,"Off of Lake Morena Drive near Lake Morena Park, north of Campo",-116.51684,FALSE,Park Fire,100,,TRUE,"The Park Fire started on July 24, 2015 off Lake Morena Drive near Lake Morena Park, north of Campo in San Diego County and burned 25 acres.","Park Fire, San Diego, Lake Morena Drive, Park, Campo",2015-07-24T12:43:00Z,Finalized,,,,,
